0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0
2,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0
0,1,1,0,0,16,16,0,1,0,0,0,1,1,1,1,1,1,1,1,0
0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,4,1,4,0
0,1,1,1,0,1,1,0,1,1,0,16,16,16,0,4,4,4,4,4,0
0,1,1,1,0,1,1,0,1,1,15,1,1,1,0,4,4,4,4,0,0
0,0,1,1,1,1,1,0,0,1,15,1,1,0,0,0,4,4,4,0,0
0,0,0,1,1,1,1,0,0,1,15,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,1,0,0
0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0
0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0
0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0
0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2
0,1,1,1,1,16,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
0,0,1,1,1,16,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
