0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,0,0,0,7,7,7,0,0,0,5,5,5,5,1,1,1,21,1,0
0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,0,0,0,1,1,1,0,0,0,5,14,14,14,14,14,1,0,1,0
0,0,0,0,0,5,5,5,0,0,0,5,1,1,1,1,1,1,21,1,7,1,1,7,0,5,14,14,14,14,14,1,0,1,0
0,0,0,0,0,1,1,1,0,0,0,5,1,1,14,14,14,1,0,1,7,1,1,7,0,5,14,14,14,14,14,1,0,1,0
0,5,5,5,5,1,1,1,0,0,0,5,1,1,14,14,14,1,0,1,7,1,1,7,0,5,5,5,5,1,1,5,0,1,0
0,5,14,14,14,14,14,1,0,0,0,0,0,1,14,14,14,5,0,1,7,8,1,7,0,0,0,0,0,1,0,0,0,1,0
0,5,14,14,14,14,14,1,0,0,0,0,0,5,14,14,14,5,0,1,7,8,8,7,0,0,0,7,7,1,1,7,0,1,0
0,5,14,14,14,14,14,1,0,0,0,0,0,5,1,1,1,5,0,1,0,0,0,0,0,0,0,7,1,1,1,7,0,1,0
0,5,14,14,14,14,14,1,1,5,0,0,0,5,1,1,1,5,0,1,1,1,1,1,1,1,21,1,1,1,1,7,0,1,0
0,5,14,14,14,14,14,1,1,5,0,0,0,0,0,21,0,0,0,1,14,14,7,14,14,1,0,0,0,1,1,7,0,1,0
0,5,1,1,1,1,1,1,1,5,0,0,0,0,0,1,0,5,1,1,14,14,7,14,14,1,0,0,0,7,7,7,0,1,0
0,0,0,21,0,0,0,21,0,0,0,0,0,0,0,1,0,5,1,1,14,14,7,14,14,1,0,0,0,0,0,0,0,1,0
0,5,14,14,14,5,0,1,1,1,1,1,0,0,0,1,0,5,1,1,14,14,7,14,14,1,1,5,0,0,0,0,0,1,0
0,5,14,14,14,5,0,0,0,0,0,1,0,0,0,1,0,0,0,1,14,14,7,14,14,1,1,5,0,0,0,0,0,1,0
0,5,14,14,14,1,1,1,21,1,0,1,0,0,0,1,0,5,1,1,14,14,7,14,14,1,1,5,0,0,0,0,0,1,0
0,1,14,14,14,1,1,1,0,1,0,1,0,0,0,1,0,5,1,1,14,14,7,14,14,1,1,5,0,0,0,0,0,1,0
0,1,1,1,1,1,1,8,1,1,0,1,0,0,0,1,0,5,5,5,1,1,1,1,1,1,1,5,0,0,0,0,0,1,0
2,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,1,5,0,0,0,0,0,0,0,22,0
0,5,5,8,1,1,5,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,8,8,8,0
0,0,0,22,0,15,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0
0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,1,0
0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0
0,0,0,1,0,5,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,5,5,5,5,5,0,8,1,8,1,8,0
0,0,0,1,0,5,1,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,14,5,0,1,1,8,1,1,0
0,0,0,1,0,5,1,1,1,1,1,5,5,5,5,1,1,1,21,1,5,5,1,14,14,14,14,5,0,8,1,1,1,1,2
0,0,0,1,0,5,14,14,14,14,14,14,14,1,1,1,0,21,0,1,1,5,1,1,1,1,0,0,0,1,1,1,1,1,0
0,1,1,1,0,5,14,14,14,14,14,14,14,1,1,1,0,1,5,1,1,1,1,1,1,1,1,1,21,1,1,1,1,1,0
0,1,0,0,0,5,14,7,7,7,7,7,14,1,1,1,0,1,5,1,1,1,14,14,14,14,14,1,0,1,1,1,8,8,0
0,1,0,0,0,5,14,14,14,7,14,14,14,1,1,1,21,1,1,1,1,1,14,7,7,7,7,1,0,1,8,8,8,8,0
0,1,0,0,0,5,14,14,14,7,14,14,14,1,0,0,0,0,0,0,0,1,14,14,14,14,14,1,0,0,0,0,0,22,0
0,1,0,0,0,5,1,1,14,14,14,1,1,1,21,1,1,1,1,1,21,1,1,1,1,1,1,1,0,0,0,0,0,1,0
0,1,0,0,0,0,0,1,14,14,14,1,0,0,0,1,1,1,1,1,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,0,0,0,5,5,5,5,5,0,0,0,1,1,1,1,1,1,1,21,1,1,1,1,1,1,1,5,5,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,5,1,1,1,1,0,1,14,14,1,5,1,14,14,1,22,1,0
0,1,0,0,0,5,5,5,5,8,1,1,8,8,1,1,0,5,1,1,1,1,0,5,14,14,1,5,1,14,14,5,0,0,0
0,1,0,0,0,5,1,14,14,14,14,14,14,14,1,1,0,8,1,1,1,1,0,5,14,14,1,5,1,14,14,8,0,0,0
0,1,0,0,0,8,1,14,14,14,14,14,14,14,1,1,0,5,8,5,1,1,0,5,14,14,1,5,1,14,14,5,0,0,0
0,1,0,0,0,5,1,14,14,14,14,14,14,14,1,5,0,0,0,0,0,0,0,5,14,14,1,5,1,14,14,5,0,0,0
0,1,0,0,0,5,8,1,1,1,1,1,1,1,5,5,0,0,0,0,0,0,0,5,14,14,1,5,1,14,14,5,0,0,0
0,1,0,0,0,0,0,5,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,5,14,14,1,5,1,14,14,8,0,0,0
0,1,0,0,0,0,0,5,5,5,1,8,0,0,0,0,0,0,0,0,0,0,0,5,5,1,1,1,1,1,5,5,0,0,0
0,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,5,0,0,0,0
0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,8,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
