0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,4,3,3,4,4,0,8,1,1,1,1,0,4,4,3,3,9,0,0
0,0,1,3,3,3,9,0,1,1,1,1,1,0,1,3,3,3,3,0,0
0,0,3,3,3,3,1,0,1,1,1,1,8,0,1,3,3,3,19,0,0
0,0,15,15,15,15,15,0,1,1,1,1,1,0,15,15,15,15,15,0,0
0,8,1,3,3,3,1,10,1,1,1,1,1,10,3,1,3,3,3,1,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,0
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2
0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,0
0,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,3,3,1,1,0
0,8,1,3,3,3,1,10,1,1,1,1,1,10,3,3,3,3,3,8,0
0,0,15,15,15,15,15,0,1,1,1,1,1,0,15,15,15,15,15,0,0
0,0,1,3,3,3,3,0,1,1,1,1,1,0,3,3,3,3,3,0,0
0,0,1,3,3,4,4,0,1,1,1,1,1,0,3,3,3,3,3,0,0
0,0,9,3,3,3,4,0,1,1,1,1,1,0,4,3,3,3,1,0,0
0,0,1,19,1,1,4,0,8,1,1,1,8,0,4,4,1,9,19,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
