0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0
0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0
0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
-1610612736,-1610612736,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1610612736,-1610612736
-1610612736,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1610612736
-1610612736,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-1610612736
-1610612736,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-1610612736
2,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,2
-1610612736,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,-1610612736
-1610612736,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1610612736
-1610612736,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1610612736
-1610612736,-1610612736,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1610612736,-1610612736
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
