0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,1,1,1,1,15,1,1,1,9,9,9,0,9,9,9,0,9,19,0
0,5,1,1,1,1,1,1,1,14,1,1,9,0,9,0,9,0,9,0,0
0,5,1,1,1,1,15,1,14,14,14,1,1,0,9,0,9,0,9,0,0
0,8,1,1,1,1,15,1,14,14,14,1,8,0,9,0,9,9,9,0,0
0,5,1,1,1,1,15,9,1,14,14,1,7,1,9,0,0,0,0,0,0
0,5,1,1,1,1,15,9,5,5,1,1,7,0,9,9,9,9,9,9,0
0,5,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,8,1,1,1,1,15,1,1,9,9,9,7,0,7,7,8,9,9,9,0
0,5,1,1,1,1,1,14,14,1,1,9,7,0,1,1,1,1,1,9,0
0,5,1,1,1,1,15,14,14,14,1,9,8,0,1,1,14,14,1,9,0
0,5,1,1,1,1,15,14,14,14,1,1,1,0,1,14,14,14,14,1,0
0,8,1,1,1,1,15,1,1,1,1,19,9,0,1,1,14,14,1,5,0
0,5,1,1,1,1,15,1,5,5,9,9,9,0,1,1,1,1,1,5,0
0,5,1,1,1,1,15,15,15,15,15,15,15,0,15,1,15,15,15,15,0
0,10,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0,1,1,1,1,10,5,5,5,8,5,5,5,8,5,5,8,5,5,5,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
