0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,7,14,14,14,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,7,14,14,7,14,1,7,7,7,7,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,7,14,14,7,14,1,14,7,14,7,0,0,0,0,0,0,0,0,0
0,1,1,1,1,1,1,1,21,1,14,14,14,7,14,1,14,7,14,7,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,7,14,14,14,7,14,1,14,7,14,7,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,7,7,7,7,7,1,1,14,7,14,7,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,14,14,7,0,0,0,0,0,0,0,0,0
0,1,0,0,0,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,14,14,14,14,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,1,21,1,14,7,7,7,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,14,14,14,7,14,1,0,21,0,0,0,1,23,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7,7,1,1,7,1,1,0,1,7,1,21,1,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,21,0,21,0,0,0,0,0,0,0,0,0
0,7,7,7,7,7,0,7,7,7,1,1,0,7,1,1,1,1,1,1,1,7,0,0,0,0,0,0,0
0,7,14,14,14,7,0,0,0,0,0,21,0,7,14,14,14,14,14,14,14,7,0,0,0,0,0,0,0
0,7,14,14,14,7,0,0,0,0,0,1,0,7,14,7,14,7,14,7,14,7,0,0,0,0,0,0,0
0,7,14,14,14,7,0,0,0,0,0,1,0,7,14,7,14,7,14,7,14,7,0,0,0,0,0,0,0
0,7,14,14,14,7,0,0,0,0,0,1,0,7,14,7,14,7,1,7,1,1,21,1,1,1,0,0,0
0,7,14,14,14,7,0,0,0,0,0,1,0,7,14,7,14,7,0,0,0,0,0,0,0,1,0,0,0
2,1,1,1,1,1,0,0,0,0,0,1,0,7,7,7,7,7,0,7,7,7,7,7,0,1,0,0,0
0,0,0,8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,14,7,1,0,1,0,0,0
0,0,0,1,1,8,0,8,8,23,0,1,0,0,0,7,7,7,7,1,7,14,7,1,0,1,0,0,0
0,0,0,8,1,1,0,8,8,8,0,1,0,0,0,1,7,14,7,14,7,14,7,1,0,21,0,0,0
0,0,0,1,1,1,21,1,1,8,0,1,0,7,1,1,7,14,7,14,7,1,1,1,0,1,1,7,0
0,0,0,0,0,1,0,21,0,0,0,1,0,7,1,1,7,14,7,14,14,1,0,0,0,1,1,7,0
0,5,5,5,1,1,1,1,7,7,0,1,0,7,1,1,7,14,7,14,14,1,21,1,1,1,1,1,2
0,1,14,14,14,14,14,14,14,1,0,1,0,7,1,1,7,14,14,14,7,1,0,1,1,1,1,7,0
0,1,14,7,7,7,7,7,7,1,0,1,0,7,1,1,1,1,1,1,7,1,0,7,7,1,1,7,0
0,1,14,14,14,14,14,14,14,1,0,1,0,0,0,1,0,21,0,1,7,1,0,0,0,21,0,0,0
0,7,7,1,1,1,7,7,7,7,0,1,0,1,1,1,0,1,0,1,7,1,0,0,0,1,0,0,0
0,0,0,21,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0,1,1,1,1,1,1,1,21,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
