0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,5,5,5,5,5,5,5,1,1,21,1,5,1,0,0,0,5,5,5,0,0,0
0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,5,1,1,0,0,0,1,1,23,0,0,0
0,7,1,1,1,1,21,1,5,5,1,1,5,5,1,1,0,1,1,1,21,1,21,1,1,5,0,0,0
0,7,14,14,14,1,0,0,0,0,0,21,0,0,0,21,0,5,1,1,0,0,0,8,1,5,0,0,0
0,7,14,14,14,1,0,5,1,5,0,1,1,5,0,1,0,5,1,1,0,0,0,8,1,1,0,0,0
0,7,14,14,14,1,0,5,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,8,1,1,0,0,0
0,7,14,14,14,1,0,5,1,1,0,1,1,5,0,1,21,1,1,8,0,1,21,1,1,1,0,0,0
0,7,14,14,14,1,0,1,1,1,0,1,5,1,0,0,0,1,0,0,0,21,0,1,0,1,0,0,0
0,7,14,14,14,1,21,1,1,1,21,1,1,1,0,8,1,1,1,8,0,1,1,1,0,1,8,8,0
0,7,14,14,14,1,0,0,0,0,0,5,1,1,0,1,1,1,1,1,0,1,8,1,0,1,1,1,0
0,1,1,1,1,1,0,0,0,0,0,5,1,1,21,1,8,1,1,1,21,1,1,1,0,1,1,1,0
0,0,0,21,0,0,0,0,0,0,0,23,1,1,0,0,0,21,0,0,0,1,1,1,0,0,0,21,0
0,5,1,1,1,1,5,1,0,0,0,5,1,1,0,5,14,14,0,0,0,1,8,1,0,5,1,1,0
0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,5,14,14,0,0,0,1,1,1,0,5,1,1,2
0,1,1,5,1,5,1,1,1,1,0,1,1,1,0,5,14,14,0,0,0,1,1,1,1,1,1,5,0
0,21,0,0,0,0,0,21,0,1,0,0,0,21,0,5,14,14,0,0,0,1,8,1,0,8,1,5,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,14,14,0,0,0,1,1,1,0,8,1,5,0
2,1,1,1,0,5,14,14,14,7,14,14,14,1,0,1,14,14,0,0,0,0,0,0,0,1,1,5,0
0,1,1,5,0,5,14,14,14,7,14,14,14,1,21,1,14,14,0,1,21,1,1,1,21,1,1,5,0
0,1,1,5,0,5,14,14,14,7,14,14,14,1,0,1,14,14,0,1,0,1,1,1,0,21,0,0,0
0,1,1,5,0,5,14,14,14,7,14,14,14,1,0,5,14,14,21,1,0,1,1,8,0,1,1,5,0
0,1,1,5,0,5,14,14,14,7,14,14,14,1,0,5,14,14,0,0,0,1,1,1,0,8,1,5,0
0,1,1,5,0,5,14,14,14,7,14,14,14,1,0,5,5,5,0,0,0,14,14,14,0,8,1,5,0
0,1,1,5,0,5,14,14,14,7,14,14,14,5,0,0,0,0,0,0,0,14,14,14,0,8,1,5,0
0,1,1,5,0,5,14,14,14,7,14,14,14,5,0,0,0,5,14,14,21,14,14,14,0,1,1,5,0
0,1,1,23,0,1,14,14,14,7,14,14,14,5,0,0,0,5,14,14,0,0,0,0,0,8,1,5,0
0,5,5,5,0,1,1,1,1,1,1,5,5,5,0,0,0,5,14,14,0,0,0,0,0,8,1,5,0
0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,14,14,0,0,0,0,0,1,1,5,0
0,1,21,1,5,1,0,1,21,1,1,5,5,5,0,0,0,5,14,14,0,8,8,8,0,1,1,5,0
0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,14,14,0,1,1,1,0,21,0,0,0
0,1,0,5,1,1,21,1,0,1,5,5,5,1,0,0,0,1,14,14,0,8,1,1,0,1,1,1,0
0,1,0,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,21,0,8,1,8,0,1,1,8,0
0,1,0,5,5,5,0,5,1,1,0,14,14,14,14,14,14,14,21,1,0,1,1,1,1,1,1,1,0
0,1,0,0,0,0,0,1,1,1,0,14,14,14,14,14,14,14,0,0,0,0,0,0,0,21,0,1,0
0,1,1,1,1,1,1,1,1,1,0,23,14,14,14,14,14,14,0,0,0,0,0,0,0,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
