0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
0,0,0,7,7,7,7,7,7,1,1,1,7,7,7,7,7,7,0,0,0
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
0,0,0,7,7,7,7,7,7,1,1,1,7,7,7,7,7,7,0,0,0
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
0,0,0,1,14,14,14,14,14,14,14,14,14,14,14,14,14,1,0,0,0
0,0,0,1,14,14,14,14,14,14,14,14,14,14,14,14,14,1,0,0,0
0,0,0,1,14,14,7,7,7,7,7,7,7,7,7,14,14,1,2,0,0
0,0,2,1,14,14,7,7,7,7,7,7,7,7,7,14,14,1,0,0,0
0,0,0,1,14,14,14,14,14,14,14,14,14,14,14,14,14,1,0,0,0
0,0,0,1,14,14,14,14,14,14,14,14,14,14,14,14,14,1,0,0,0
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
0,0,0,7,7,7,7,7,7,1,1,1,7,7,7,7,7,7,0,0,0
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
0,0,0,7,7,7,7,7,7,1,1,1,7,7,7,7,7,7,0,0,0
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
